dataset,strategy,task_id,expected_task_count,artifact_source,artifact_found,model,passed,error_type,canonical_parse_error,artifact_parse_error,canonical_char_count,artifact_char_count,canonical_line_count,artifact_line_count,canonical_nonempty_line_count,artifact_nonempty_line_count,canonical_parse_ok,artifact_parse_ok,canonical_ast_node_count,artifact_ast_node_count,canonical_function_count,artifact_function_count,canonical_branch_count,artifact_branch_count,canonical_loop_count,artifact_loop_count,canonical_call_count,artifact_call_count,canonical_comprehension_count,artifact_comprehension_count,canonical_return_count,artifact_return_count,canonical_max_control_nesting_depth,artifact_max_control_nesting_depth,canonical_cyclomatic_proxy,artifact_cyclomatic_proxy,lexical_cosine_similarity,token_cosine_similarity,line_count_delta,nonempty_line_count_delta,ast_node_count_delta,branch_count_delta,loop_count_delta,call_count_delta,max_control_nesting_depth_delta,cyclomatic_proxy_delta,line_count_ratio,ast_node_count_ratio,cyclomatic_proxy_ratio
humaneval,agentic_plus_verifier,HumanEval/107,164,,0,,,,,empty,1052,0,34,0,28,0,1,0,97,,2,,2,,1,,5,,0,,2,,3,,6,,,,-34,-28,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/108,164,,0,,,,,empty,647,0,19,0,18,0,1,0,105,,3,,1,,2,,7,,2,,2,,1,,4,,,,-19,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/109,164,,0,,,,,empty,1574,0,38,0,32,0,1,0,98,,1,,2,,1,,6,,0,,3,,2,,4,,,,-38,-32,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/11,164,,0,,,,,empty,410,0,15,0,13,0,1,0,57,,2,,1,,1,,3,,1,,3,,1,,3,,,,-15,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/110,164,,0,,,,,empty,880,0,24,0,24,0,1,0,64,,1,,3,,2,,0,,0,,2,,2,,6,,,,-24,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/111,164,,0,,,,,empty,764,0,24,0,22,0,1,0,92,,1,,3,,2,,4,,0,,1,,3,,7,,,,-24,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/112,164,,0,,,,,empty,681,0,13,0,13,0,1,0,45,,1,,0,,1,,1,,1,,1,,1,,2,,,,-13,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/113,164,,0,,,,,empty,815,0,17,0,16,0,1,0,89,,1,,0,,2,,7,,1,,1,,2,,3,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/114,164,,0,,,,,empty,474,0,19,0,19,0,1,0,79,,1,,2,,2,,2,,1,,1,,2,,5,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/115,164,,0,,,,,empty,1141,0,4,0,4,0,1,0,33,,1,,0,,1,,3,,1,,1,,1,,2,,,,-4,-4,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/116,164,,0,,,,,empty,528,0,12,0,11,0,1,0,32,,2,,0,,0,,4,,0,,1,,0,,1,,,,-12,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/117,164,,0,,,,,empty,985,0,22,0,22,0,1,0,78,,1,,2,,2,,5,,0,,1,,3,,5,,,,-22,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/118,164,,0,,,,,empty,862,0,23,0,20,0,1,0,98,,1,,3,,1,,3,,0,,3,,3,,6,,,,-23,-20,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/119,164,,0,,,,,empty,996,0,29,0,27,0,1,0,103,,2,,4,,1,,2,,0,,3,,2,,7,,,,-29,-27,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/12,164,,0,,,,,empty,530,0,18,0,16,0,1,0,63,,1,,2,,2,,3,,1,,2,,2,,5,,,,-18,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/120,164,,0,,,,,empty,693,0,30,0,23,0,1,0,37,,1,,1,,0,,1,,0,,2,,1,,2,,,,-30,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/121,164,,0,,,,,empty,345,0,10,0,8,0,1,0,43,,1,,0,,1,,2,,1,,1,,1,,3,,,,-10,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/122,164,,0,,,,,empty,446,0,15,0,12,0,1,0,35,,1,,0,,1,,3,,1,,1,,1,,2,,,,-15,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/123,164,,0,,,,,empty,1116,0,29,0,26,0,1,0,87,,1,,3,,1,,3,,0,,1,,2,,5,,,,-29,-26,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/124,164,,0,,,,,empty,1350,0,35,0,30,0,1,0,155,,1,,5,,0,,5,,0,,6,,2,,13,,,,-35,-30,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/125,164,,0,,,,,empty,682,0,16,0,16,0,1,0,65,,1,,2,,1,,6,,1,,3,,3,,5,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/126,164,,0,,,,,empty,849,0,25,0,24,0,1,0,96,,1,,2,,4,,5,,3,,3,,2,,7,,,,-25,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/127,164,,0,,,,,empty,1337,0,36,0,33,0,1,0,114,,2,,4,,1,,4,,0,,6,,2,,8,,,,-36,-33,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/128,164,,0,,,,,empty,544,0,16,0,15,0,1,0,66,,2,,2,,1,,5,,1,,2,,1,,4,,,,-16,-15,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/129,164,,0,,,,,empty,1986,0,52,0,48,0,1,0,218,,1,,6,,3,,11,,0,,1,,4,,10,,,,-52,-48,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/13,164,,0,,,,,empty,266,0,10,0,10,0,1,0,36,,1,,0,,1,,0,,0,,1,,1,,2,,,,-10,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/130,164,,0,,,,,empty,917,0,26,0,26,0,1,0,97,,1,,2,,1,,3,,0,,2,,2,,4,,,,-26,-26,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/131,164,,0,,,,,empty,474,0,19,0,19,0,1,0,64,,1,,2,,1,,2,,0,,2,,2,,4,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/132,164,,0,,,,,empty,940,0,29,0,28,0,1,0,115,,1,,2,,2,,6,,0,,1,,2,,6,,,,-29,-28,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/133,164,,0,,,,,empty,570,0,18,0,16,0,1,0,34,,1,,0,,1,,1,,0,,1,,1,,2,,,,-18,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/134,164,,0,,,,,empty,631,0,15,0,14,0,1,0,47,,1,,1,,0,,4,,0,,1,,1,,3,,,,-15,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/135,164,,0,,,,,empty,488,0,17,0,16,0,1,0,57,,1,,1,,1,,1,,0,,1,,2,,3,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/136,164,,0,,,,,empty,646,0,15,0,14,0,1,0,65,,3,,2,,0,,6,,0,,1,,1,,3,,,,-15,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/137,164,,0,,,,,empty,740,0,20,0,19,0,1,0,89,,1,,4,,0,,8,,0,,2,,1,,5,,,,-20,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/138,164,,0,,,,,empty,295,0,8,0,8,0,1,0,22,,1,,0,,0,,0,,0,,1,,0,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/139,164,,0,,,,,empty,464,0,18,0,16,0,1,0,41,,1,,0,,1,,1,,0,,1,,1,,2,,,,-18,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/14,164,,0,,,,,empty,313,0,11,0,10,0,1,0,51,,1,,0,,1,,3,,0,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/140,164,,0,,,,,empty,922,0,31,0,30,0,1,0,171,,1,,5,,1,,1,,0,,1,,4,,7,,,,-31,-30,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/141,164,,0,,,,,empty,1154,0,28,0,28,0,1,0,111,,1,,5,,1,,6,,1,,6,,1,,7,,,,-28,-28,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/142,164,,0,,,,,empty,863,0,20,0,19,0,1,0,98,,1,,2,,1,,6,,0,,1,,3,,5,,,,-20,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/143,164,,0,,,,,empty,946,0,31,0,28,0,1,0,96,,1,,3,,2,,8,,0,,1,,3,,7,,,,-31,-28,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/144,164,,0,,,,,empty,781,0,19,0,17,0,1,0,85,,1,,1,,0,,7,,0,,2,,1,,2,,,,-19,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/145,164,,0,,,,,empty,629,0,20,0,18,0,1,0,85,,2,,1,,1,,4,,1,,2,,1,,3,,,,-20,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/146,164,,0,,,,,empty,638,0,16,0,16,0,1,0,76,,1,,2,,1,,3,,0,,1,,3,,5,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/147,164,,0,,,,,empty,749,0,22,0,21,0,1,0,135,,1,,1,,4,,5,,1,,1,,4,,6,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/148,164,,0,,,,,empty,1245,0,25,0,25,0,1,0,97,,1,,2,,0,,2,,0,,3,,1,,5,,,,-25,-25,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/149,164,,0,,,,,empty,918,0,21,0,21,0,1,0,51,,1,,1,,1,,4,,0,,1,,2,,3,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/15,164,,0,,,,,empty,268,0,8,0,8,0,1,0,32,,1,,0,,1,,3,,1,,1,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/150,164,,0,,,,,empty,388,0,17,0,15,0,1,0,43,,1,,2,,1,,1,,0,,3,,2,,4,,,,-17,-15,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/151,164,,0,,,,,empty,519,0,13,0,11,0,1,0,44,,1,,0,,1,,2,,1,,1,,1,,4,,,,-13,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/152,164,,0,,,,,empty,846,0,16,0,13,0,1,0,32,,1,,0,,1,,2,,1,,1,,1,,2,,,,-16,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/153,164,,0,,,,,empty,1486,0,26,0,26,0,1,0,160,,1,,1,,5,,12,,4,,1,,2,,11,,,,-26,-26,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/154,164,,0,,,,,empty,624,0,17,0,16,0,1,0,86,,1,,1,,2,,4,,0,,2,,3,,4,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/155,164,,0,,,,,empty,419,0,15,0,14,0,1,0,54,,1,,1,,1,,3,,0,,1,,2,,3,,,,-15,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/156,164,,0,,,,,empty,679,0,23,0,22,0,1,0,105,,1,,0,,2,,1,,0,,1,,2,,3,,,,-23,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/157,164,,0,,,,,empty,467,0,11,0,11,0,1,0,77,,1,,0,,0,,0,,0,,1,,0,,3,,,,-11,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/158,164,,0,,,,,empty,524,0,11,0,10,0,1,0,33,,2,,0,,0,,3,,0,,1,,0,,1,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/159,164,,0,,,,,empty,1109,0,33,0,29,0,1,0,40,,1,,1,,0,,0,,0,,2,,1,,2,,,,-33,-29,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/16,164,,0,,,,,empty,295,0,8,0,8,0,1,0,22,,1,,0,,0,,3,,0,,1,,0,,1,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/160,164,,0,,,,,empty,960,0,29,0,25,0,1,0,55,,1,,0,,1,,4,,0,,1,,1,,2,,,,-29,-25,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/161,164,,0,,,,,empty,635,0,25,0,25,0,1,0,92,,1,,2,,2,,4,,0,,2,,2,,5,,,,-25,-25,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/162,164,,0,,,,,empty,323,0,9,0,8,0,1,0,27,,1,,1,,0,,3,,0,,1,,1,,2,,,,-9,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/163,164,,0,,,,,empty,413,0,13,0,12,0,1,0,60,,1,,0,,1,,5,,1,,1,,1,,2,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/17,164,,0,,,,,empty,636,0,17,0,14,0,1,0,45,,1,,0,,1,,1,,1,,1,,1,,2,,,,-17,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/18,164,,0,,,,,empty,454,0,14,0,14,0,1,0,67,,1,,1,,1,,4,,0,,1,,2,,3,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/19,164,,0,,,,,empty,602,0,11,0,10,0,1,0,68,,2,,0,,1,,3,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/2,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,352,360,10,10,9,9,1,1,16,20,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.9806307040410301,0.8872442622820285,0,0,4,0,0,1,0,0,1.0,1.25,1.0
humaneval,agentic_plus_verifier,HumanEval/20,164,,0,,,,,empty,1022,0,24,0,23,0,1,0,139,,1,,3,,2,,8,,0,,1,,5,,6,,,,-24,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/21,164,,0,,,,,empty,483,0,11,0,10,0,1,0,57,,1,,0,,1,,2,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/22,164,,0,,,,,empty,320,0,10,0,9,0,1,0,37,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/23,164,,0,,,,,empty,153,0,8,0,8,0,1,0,16,,1,,0,,0,,1,,0,,1,,0,,1,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/24,164,,0,,,,,empty,246,0,8,0,8,0,1,0,34,,1,,1,,1,,2,,0,,1,,2,,3,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/25,164,,0,,,,,empty,681,0,25,0,24,0,1,0,91,,1,,2,,1,,4,,0,,1,,2,,4,,,,-25,-24,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/26,164,,0,,,,,empty,388,0,11,0,10,0,1,0,50,,1,,0,,1,,1,,1,,1,,1,,2,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/27,164,,0,,,,,empty,205,0,6,0,6,0,1,0,16,,1,,0,,0,,1,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/28,164,,0,,,,,empty,239,0,10,0,9,0,1,0,23,,1,,0,,0,,1,,0,,1,,0,,1,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/29,164,,0,,,,,empty,366,0,10,0,9,0,1,0,39,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-9,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/3,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,575,589,17,17,16,16,1,1,41,41,1,1,1,1,1,1,0,0,0,0,2,2,2,2,3,3,0.976470588235294,0.9393939393939392,0,0,0,0,0,0,0,0,1.0,1.0,1.0
humaneval,agentic_plus_verifier,HumanEval/30,164,,0,,,,,empty,262,0,8,0,8,0,1,0,22,,1,,0,,1,,0,,1,,1,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/31,164,,0,,,,,empty,435,0,23,0,23,0,1,0,40,,1,,2,,1,,1,,0,,3,,2,,4,,,,-23,-23,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/32,164,,0,,,,,empty,1074,0,32,0,30,0,1,0,148,,2,,1,,3,,7,,1,,2,,2,,5,,,,-32,-30,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/33,164,,0,,,,,empty,480,0,12,0,12,0,1,0,35,,1,,0,,0,,2,,0,,1,,0,,1,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/34,164,,0,,,,,empty,178,0,6,0,6,0,1,0,20,,1,,0,,0,,3,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/35,164,,0,,,,,empty,260,0,12,0,12,0,1,0,36,,1,,1,,1,,0,,0,,1,,2,,3,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/36,164,,0,,,,,empty,427,0,18,0,18,0,1,0,86,,1,,1,,2,,5,,0,,1,,2,,5,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/37,164,,0,,,,,empty,547,0,18,0,18,0,1,0,93,,1,,1,,1,,6,,0,,1,,1,,3,,,,-18,-18,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/38,164,,0,,,,,empty,476,0,13,0,12,0,1,0,111,,2,,1,,2,,8,,2,,2,,1,,4,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/39,164,,0,,,,,empty,630,0,30,0,29,0,1,0,124,,2,,4,,2,,6,,0,,4,,2,,7,,,,-30,-29,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/4,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,531,606,13,15,12,14,1,1,57,67,1,1,0,0,1,1,5,5,1,1,1,1,1,1,2,2,0.9632779784240456,0.934006137830325,2,2,10,0,0,0,0,0,1.1538461538461537,1.1754385964912282,1.0
humaneval,agentic_plus_verifier,HumanEval/40,164,,0,,,,,empty,684,0,23,0,22,0,1,0,81,,1,,1,,3,,6,,0,,2,,4,,5,,,,-23,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/41,164,,0,,,,,empty,662,0,13,0,12,0,1,0,14,,1,,0,,0,,0,,0,,1,,0,,1,,,,-13,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/42,164,,0,,,,,empty,239,0,8,0,8,0,1,0,20,,1,,0,,1,,0,,1,,1,,1,,2,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/43,164,,0,,,,,empty,605,0,21,0,21,0,1,0,52,,1,,1,,2,,3,,0,,2,,3,,4,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/44,164,,0,,,,,empty,395,0,16,0,16,0,1,0,46,,1,,0,,1,,1,,0,,1,,1,,2,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/45,164,,0,,,,,empty,158,0,6,0,6,0,1,0,17,,1,,0,,0,,0,,0,,1,,0,,1,,,,-6,-6,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/46,164,,0,,,,,empty,671,0,22,0,22,0,1,0,97,,1,,1,,1,,3,,0,,2,,1,,3,,,,-22,-22,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/47,164,,0,,,,,empty,306,0,12,0,12,0,1,0,74,,1,,1,,0,,5,,0,,2,,1,,2,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/48,164,,0,,,,,empty,360,0,16,0,16,0,1,0,48,,1,,1,,1,,3,,0,,2,,2,,3,,,,-16,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/49,164,,0,,,,,empty,297,0,17,0,17,0,1,0,38,,1,,0,,1,,1,,0,,1,,1,,2,,,,-17,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/5,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,473,492,17,17,16,16,1,1,79,80,1,1,1,2,1,1,3,4,0,0,2,2,1,2,3,4,0.9688606379063991,0.9338193179188994,0,0,1,1,0,1,1,1,1.0,1.0126582278481013,1.3333333333333333
humaneval,agentic_plus_verifier,HumanEval/50,164,,0,,,,,empty,407,0,11,0,10,0,1,0,89,,2,,0,,2,,10,,2,,2,,1,,3,,,,-11,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/51,164,,0,,,,,empty,461,0,19,0,19,0,1,0,33,,1,,0,,1,,2,,1,,1,,1,,2,,,,-19,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/52,164,,0,,,,,empty,298,0,11,0,11,0,1,0,27,,1,,1,,1,,0,,0,,2,,2,,3,,,,-11,-11,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/53,164,,0,,,,,empty,129,0,8,0,8,0,1,0,18,,1,,0,,0,,0,,0,,1,,0,,1,,,,-8,-8,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/54,164,,0,,,,,empty,458,0,17,0,17,0,1,0,24,,1,,0,,0,,2,,0,,1,,0,,1,,,,-17,-17,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/55,164,,0,,,,,empty,226,0,14,0,14,0,1,0,43,,1,,2,,0,,2,,0,,3,,1,,3,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/56,164,,0,,,,,empty,532,0,22,0,21,0,1,0,47,,1,,2,,1,,0,,0,,2,,2,,4,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/57,164,,0,,,,,empty,332,0,12,0,12,0,1,0,35,,1,,1,,0,,2,,0,,2,,1,,3,,,,-12,-12,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/58,164,,0,,,,,empty,369,0,14,0,13,0,1,0,51,,1,,1,,2,,4,,0,,1,,3,,4,,,,-14,-13,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/59,164,,0,,,,,empty,520,0,20,0,19,0,1,0,91,,2,,3,,2,,4,,0,,4,,2,,7,,,,-20,-19,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/6,164,predictions_executable,1,anthropic/claude-sonnet-4.5,True,,,,769,864,22,25,19,23,1,1,79,98,2,1,1,3,2,2,3,3,1,0,2,2,2,4,4,6,0.812703721382035,0.7875458187114449,3,4,19,2,0,0,2,2,1.1363636363636365,1.240506329113924,1.5
humaneval,agentic_plus_verifier,HumanEval/60,164,,0,,,,,empty,260,0,14,0,14,0,1,0,20,,1,,0,,0,,2,,0,,1,,0,,1,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/61,164,,0,,,,,empty,532,0,22,0,21,0,1,0,47,,1,,2,,1,,0,,0,,2,,2,,4,,,,-22,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/62,164,,0,,,,,empty,332,0,10,0,10,0,1,0,32,,1,,0,,1,,1,,1,,1,,1,,2,,,,-10,-10,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/63,164,,0,,,,,empty,577,0,21,0,21,0,1,0,61,,1,,3,,0,,3,,0,,4,,1,,4,,,,-21,-21,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/64,164,,0,,,,,empty,537,0,17,0,16,0,1,0,59,,1,,1,,1,,1,,1,,1,,1,,4,,,,-17,-16,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/65,164,,0,,,,,empty,420,0,14,0,14,0,1,0,65,,1,,1,,0,,4,,0,,2,,1,,2,,,,-14,-14,,,,,,,0.0,,
humaneval,agentic_plus_verifier,HumanEval/66,164,,0,,,,,empty,461,0,16,0,15,0,1,0,36,,1,,2,,1,,3,,1,,2,,1,,4,,,,-16,-15,,,,,,,0.0,,
